,participant,block,taskID,stimulus_ID,stimulus_distractor,stimulus_congruency,response_ID,accuracy,rt
7076,6023,1,colour,GREEN,GREEN,C,GREEN,1,546.41
7077,6023,1,colour,RED,GREEN,I,RED,1,643.23
7078,6023,1,colour,RED,RED,C,RED,1,498.5
7079,6023,1,colour,RED,GREEN,I,RED,1,502.08
7080,6023,1,colour,GREEN,RED,I,GREEN,1,693.43
7081,6023,1,colour,GREEN,GREEN,C,GREEN,1,556.57
7082,6023,1,colour,GREEN,RED,I,GREEN,1,763.21
7083,6023,1,colour,RED,RED,C,RED,1,861.23
7084,6023,1,colour,RED,GREEN,I,RED,1,920.03
7085,6023,1,colour,GREEN,RED,I,GREEN,1,611.78
7086,6023,1,colour,RED,GREEN,I,RED,1,883.23
7087,6023,1,colour,GREEN,RED,I,GREEN,1,543.9
7088,6023,1,colour,RED,RED,C,RED,1,515.92
7089,6023,1,colour,RED,GREEN,I,RED,1,832.18
7090,6023,1,colour,RED,RED,C,RED,1,617.62
7091,6023,1,colour,GREEN,GREEN,C,GREEN,1,832.17
7092,6023,1,colour,RED,GREEN,I,RED,1,4572.07
7093,6023,1,colour,GREEN,RED,I,GREEN,1,1012.21
7094,6023,1,colour,RED,GREEN,I,RED,1,610.13
7095,6023,1,colour,GREEN,GREEN,C,GREEN,1,319.32
7096,6023,1,colour,RED,GREEN,I,RED,1,510.27
7097,6023,1,colour,GREEN,RED,I,GREEN,1,357.04
7098,6023,1,colour,GREEN,GREEN,C,RED,0,375.67
7099,6023,1,colour,GREEN,RED,I,RED,0,722.96
7100,6023,1,colour,GREEN,GREEN,C,GREEN,1,1017.96
7101,6023,1,colour,GREEN,RED,I,GREEN,1,405.02
7102,6023,1,colour,RED,RED,C,RED,1,455.03
7103,6023,1,colour,GREEN,RED,I,GREEN,1,802.2
7104,6023,1,colour,RED,RED,C,RED,1,759.28
7105,6023,1,colour,RED,GREEN,I,GREEN,0,630.39
7106,6023,1,colour,RED,RED,C,RED,1,1455.02
7107,6023,1,colour,RED,GREEN,I,RED,1,1296.32
7108,6023,1,colour,GREEN,RED,I,GREEN,1,668.45
7109,6023,1,colour,RED,RED,C,RED,1,860.04
7110,6023,1,colour,RED,GREEN,I,RED,1,997.14
7111,6023,1,colour,RED,RED,C,RED,1,1228.31
7112,6023,1,colour,GREEN,RED,I,GREEN,1,1014.74
7113,6023,1,colour,RED,GREEN,I,RED,1,620.74
7114,6023,1,colour,GREEN,GREEN,C,GREEN,1,585.21
7115,6023,1,colour,GREEN,RED,I,GREEN,1,909.58
7116,6023,1,colour,GREEN,GREEN,C,GREEN,1,727.71
7117,6023,1,colour,RED,GREEN,I,RED,1,637.88
7118,6023,1,colour,RED,RED,C,RED,1,735.13
7119,6023,1,colour,GREEN,GREEN,C,GREEN,1,567.19
7120,6023,1,colour,GREEN,RED,I,GREEN,1,634.79
7121,6023,1,colour,RED,GREEN,I,RED,1,700.84
7122,6023,1,colour,GREEN,GREEN,C,GREEN,1,635.77
7123,6023,1,colour,RED,RED,C,RED,1,545.75
7124,6023,1,colour,RED,GREEN,I,GREEN,0,566.61
7125,6023,1,colour,GREEN,RED,I,GREEN,1,1242.42
7126,6023,1,colour,GREEN,GREEN,C,GREEN,1,1333.33
7127,6023,1,colour,GREEN,RED,I,GREEN,1,853.76
7128,6023,1,colour,GREEN,GREEN,C,GREEN,1,396.99
7129,6023,1,colour,RED,GREEN,I,RED,1,502.08
7130,6023,1,colour,RED,RED,C,RED,1,497.64
7131,6023,1,colour,GREEN,GREEN,C,GREEN,1,501.33
7132,6023,1,colour,RED,RED,C,RED,1,567.24
7133,6023,1,colour,RED,GREEN,I,RED,1,508.43
7134,6023,1,colour,RED,RED,C,RED,1,601.86
7135,6023,1,colour,GREEN,GREEN,C,GREEN,1,886.72
7136,6023,1,colour,RED,RED,C,RED,1,782.1
7137,6023,1,colour,GREEN,RED,I,GREEN,1,684.42
7138,6023,1,colour,RED,RED,C,RED,1,703.58
7139,6023,1,colour,GREEN,RED,I,GREEN,1,1037.47
7140,6023,1,colour,RED,GREEN,I,RED,1,7427.22
7141,6023,1,colour,GREEN,RED,I,GREEN,1,490.53
7142,6023,1,colour,GREEN,GREEN,C,GREEN,1,791.02
7143,6023,1,colour,RED,RED,C,RED,1,578.33
7144,6023,1,colour,GREEN,RED,I,GREEN,1,996.26
7145,6023,1,colour,GREEN,GREEN,C,GREEN,1,507.95
7146,6023,1,colour,RED,RED,C,RED,1,472.21
7147,6023,1,colour,GREEN,RED,I,GREEN,1,608.58
7148,6023,1,colour,GREEN,GREEN,C,GREEN,1,533.88
7149,6023,1,colour,GREEN,RED,I,GREEN,1,662.16
7150,6023,1,colour,GREEN,GREEN,C,GREEN,1,587.58
7151,6023,1,colour,GREEN,RED,I,GREEN,1,380.3
7152,6023,1,colour,RED,GREEN,I,RED,1,492.91
7153,6023,1,colour,RED,RED,C,RED,1,582.45
7154,6023,1,colour,RED,GREEN,I,RED,1,578.13
7155,6023,1,colour,RED,RED,C,RED,1,472.24
7156,6023,1,colour,RED,GREEN,I,RED,1,608.14
7157,6023,1,colour,RED,RED,C,RED,1,650.84
7158,6023,1,colour,RED,GREEN,I,RED,1,420.33
7159,6023,1,colour,RED,RED,C,RED,1,501.89
7160,6023,1,colour,RED,GREEN,I,RED,1,591.2
7161,6023,1,colour,RED,RED,C,RED,1,563.63
7162,6023,1,colour,GREEN,GREEN,C,GREEN,1,497.16
7163,6023,1,colour,RED,GREEN,I,RED,1,586.83
7164,6023,1,colour,RED,RED,C,RED,1,574.59
7165,6023,1,colour,GREEN,RED,I,GREEN,1,351.73
7166,6023,1,colour,GREEN,GREEN,C,GREEN,1,566.15
7167,6023,1,colour,GREEN,RED,I,GREEN,1,499.55
7168,6023,1,colour,RED,GREEN,I,RED,1,846.74
7169,6024,2,colour,GREEN,RED,I,GREEN,1,3704.72
7170,6024,2,colour,RED,GREEN,I,RED,1,1315.77
7171,6024,2,colour,GREEN,RED,I,GREEN,1,1844.8
7172,6024,2,colour,GREEN,GREEN,C,GREEN,1,686.6
7173,6024,2,colour,RED,RED,C,RED,1,643.4
7174,6024,2,colour,RED,GREEN,I,RED,1,2491.84
7175,6024,2,colour,GREEN,RED,I,GREEN,1,1172.28
7176,6024,2,colour,GREEN,GREEN,C,GREEN,1,567.49
7177,6024,2,colour,RED,GREEN,I,RED,1,1579.79
7178,6024,2,colour,RED,RED,C,RED,1,952.86
7179,6024,2,colour,GREEN,RED,I,GREEN,1,2340.36
7180,6024,2,colour,GREEN,GREEN,C,GREEN,1,573.05
7181,6024,2,colour,RED,RED,C,RED,1,1092.97
7182,6024,2,colour,RED,GREEN,I,RED,1,480.46
7183,6024,2,colour,RED,RED,C,RED,1,585.67
7184,6024,2,colour,RED,GREEN,I,RED,1,557.95
7185,6024,2,colour,RED,RED,C,RED,1,436.39
7186,6024,2,colour,RED,GREEN,I,RED,1,479.3
7187,6024,2,colour,GREEN,RED,I,GREEN,1,740.35
7188,6024,2,colour,GREEN,GREEN,C,GREEN,1,400.68
7189,6024,2,colour,RED,GREEN,I,GREEN,0,536.83
7190,6024,2,colour,RED,RED,C,RED,1,1416.08
7191,6024,2,colour,RED,GREEN,I,RED,1,2000.12
7192,6024,2,colour,RED,RED,C,RED,1,506.05
7193,6024,2,colour,RED,GREEN,I,RED,1,571.93
7194,6024,2,colour,RED,RED,C,RED,1,505.16
7195,6024,2,colour,GREEN,RED,I,RED,0,712.21
7196,6024,2,colour,RED,GREEN,I,RED,1,755.15
7197,6024,2,colour,GREEN,RED,I,GREEN,1,2807.26
7198,6024,2,colour,RED,GREEN,I,RED,1,1034.25
7199,6024,2,colour,GREEN,GREEN,C,GREEN,1,1131.73
7200,6024,2,colour,GREEN,RED,I,GREEN,1,1449.52
7201,6024,2,colour,RED,RED,C,RED,1,1001.71
7202,6024,2,colour,RED,GREEN,I,RED,1,600.04
7203,6024,2,colour,GREEN,GREEN,C,GREEN,1,979.1
7204,6024,2,colour,RED,RED,C,RED,1,678.97
7205,6024,2,colour,RED,GREEN,I,RED,1,511.09
7206,6024,2,colour,RED,RED,C,RED,1,483.57
7207,6024,2,colour,GREEN,RED,I,GREEN,1,620
7208,6024,2,colour,GREEN,GREEN,C,GREEN,1,553.22
7209,6024,2,colour,GREEN,RED,I,GREEN,1,533.25
7210,6024,2,colour,GREEN,GREEN,C,GREEN,1,654.42
7211,6024,2,colour,RED,GREEN,I,RED,1,4824.43
7212,6024,2,colour,RED,RED,C,RED,1,616.31
7213,6024,2,colour,RED,GREEN,I,RED,1,659.14
7214,6024,2,colour,RED,RED,C,RED,1,592.78
7215,6024,2,colour,GREEN,RED,I,GREEN,1,581.09
7216,6024,2,colour,GREEN,GREEN,C,GREEN,1,342.86
7217,6024,2,colour,RED,RED,C,RED,1,1041.83
7218,6024,2,colour,GREEN,RED,I,GREEN,1,1874.55
7219,6024,2,colour,GREEN,GREEN,C,GREEN,1,11573.25
7220,6024,2,colour,RED,GREEN,I,RED,1,837.03
7221,6024,2,colour,RED,RED,C,RED,1,630.21
7222,6024,2,colour,GREEN,RED,I,GREEN,1,931.12
7223,6024,2,colour,RED,GREEN,I,RED,1,623.2
7224,6024,2,colour,RED,RED,C,RED,1,503.95
7225,6024,2,colour,GREEN,GREEN,C,GREEN,1,554.62
7226,6024,2,colour,GREEN,RED,I,GREEN,1,1339.72
7227,6024,2,colour,RED,GREEN,I,RED,1,1212.04
7228,6024,2,colour,RED,RED,C,RED,1,365.14
7229,6024,2,colour,GREEN,GREEN,C,GREEN,1,524.24
7230,6024,2,colour,RED,RED,C,RED,1,669.08
7231,6024,2,colour,RED,GREEN,I,RED,1,6116.28
7232,6024,2,colour,GREEN,GREEN,C,GREEN,1,2684.6
7233,6024,2,colour,GREEN,RED,I,GREEN,1,965.22
7234,6024,2,colour,RED,GREEN,I,RED,1,643.44
7235,6024,2,colour,RED,RED,C,RED,1,741
7236,6024,2,colour,GREEN,GREEN,C,GREEN,1,721.5
7237,6024,2,colour,RED,GREEN,I,RED,1,537.85
7238,6024,2,colour,RED,RED,C,RED,1,789.47
7239,6024,2,colour,GREEN,GREEN,C,GREEN,1,575.08
7240,6024,2,colour,GREEN,RED,I,RED,0,735.08
7241,6024,2,colour,GREEN,GREEN,C,GREEN,1,786.09
7242,6024,2,colour,GREEN,RED,I,GREEN,1,477.84
7243,6024,2,colour,GREEN,GREEN,C,GREEN,1,340.59
7244,6024,2,colour,RED,GREEN,I,RED,1,765.88
7245,6024,2,colour,GREEN,RED,I,GREEN,1,957.81
7246,6024,2,colour,RED,GREEN,I,RED,1,813.69
7247,6024,2,colour,GREEN,GREEN,C,GREEN,1,739.92
7248,6024,2,colour,RED,RED,C,RED,1,408.06
7249,6024,2,colour,RED,GREEN,I,RED,1,630.22
7250,6024,2,colour,RED,RED,C,RED,1,485.76
7251,6024,2,colour,GREEN,GREEN,C,GREEN,1,512.98
7252,6024,2,colour,RED,GREEN,I,RED,1,626.1
7253,6024,2,colour,GREEN,GREEN,C,GREEN,1,356.14
7254,6024,2,colour,RED,GREEN,I,RED,1,859.46
7255,6024,2,colour,RED,RED,C,GREEN,0,340.44
7256,6024,2,colour,RED,GREEN,I,GREEN,0,1625.6
7257,6024,2,colour,RED,RED,C,RED,1,4892.49
7258,6024,2,colour,RED,GREEN,I,RED,1,1577.73
7259,6024,2,colour,RED,RED,C,RED,1,770.48
7260,6024,2,colour,RED,GREEN,I,RED,1,711.92
7261,6024,2,colour,RED,RED,C,RED,1,606.64
7262,6024,2,colour,GREEN,GREEN,C,GREEN,1,805.89
7263,6024,2,colour,GREEN,RED,I,GREEN,1,655.37
7264,6024,2,colour,GREEN,GREEN,C,GREEN,1,526.24
7265,6024,2,colour,RED,RED,C,RED,1,725.49
7266,6024,2,colour,GREEN,RED,I,GREEN,1,565.55
7267,6024,2,colour,RED,GREEN,I,RED,1,1217.92
7268,6024,2,colour,RED,RED,C,RED,1,762.08
7269,6024,2,colour,RED,GREEN,I,RED,1,781.77
7270,6024,2,colour,GREEN,GREEN,C,GREEN,1,598.14
7271,6024,2,colour,RED,GREEN,I,RED,1,664.61
7272,6024,2,colour,RED,RED,C,RED,1,558.91
7273,6024,2,colour,RED,GREEN,I,RED,1,468.62
7274,6024,2,colour,GREEN,GREEN,C,GREEN,1,464.27
7275,6024,2,colour,GREEN,RED,I,GREEN,1,1413.41
7276,6024,2,colour,GREEN,GREEN,C,GREEN,1,394.66
7277,6024,2,colour,GREEN,RED,I,GREEN,1,460.3
7278,6024,2,colour,GREEN,GREEN,C,GREEN,1,378.21
7279,6024,2,colour,GREEN,RED,I,GREEN,1,474.99
7280,6024,2,colour,GREEN,GREEN,C,GREEN,1,478.6
7281,6024,2,colour,GREEN,RED,I,GREEN,1,388.31
7282,6024,2,colour,RED,GREEN,I,RED,1,743.56
7283,6024,2,colour,GREEN,GREEN,C,GREEN,1,1357.1
7284,6024,2,colour,RED,RED,C,RED,1,864.6
7285,6024,2,colour,RED,GREEN,I,RED,1,1199.35
7286,6024,2,colour,RED,RED,C,RED,1,696.6
7287,6024,2,colour,RED,GREEN,I,RED,1,583.59
7288,6024,2,colour,GREEN,GREEN,C,GREEN,1,610.85
7289,6024,2,colour,RED,RED,C,RED,1,536.28
7290,6024,2,colour,RED,GREEN,I,RED,1,899.61
7291,6024,2,colour,GREEN,RED,I,GREEN,1,4564.04
7292,6024,2,colour,RED,GREEN,I,RED,1,550.64
7293,6024,2,colour,RED,RED,C,RED,1,1116.86
7294,6024,2,colour,RED,GREEN,I,RED,1,1129.67
7295,6024,2,colour,GREEN,RED,I,GREEN,1,634.59
7296,6024,2,colour,GREEN,GREEN,C,GREEN,1,585.16
7297,6024,2,colour,RED,GREEN,I,RED,1,1300.42
7298,6024,2,colour,RED,RED,C,RED,1,516.59
7299,6024,2,colour,RED,GREEN,I,RED,1,535.67
7300,6024,2,colour,GREEN,GREEN,C,GREEN,1,625.54
7301,6024,2,colour,RED,GREEN,I,RED,1,582.25
7302,6024,2,colour,RED,RED,C,RED,1,953.46
7303,6024,2,colour,GREEN,RED,I,GREEN,1,668.71
7304,6024,2,colour,RED,RED,C,RED,1,541.57
7305,6024,2,colour,GREEN,GREEN,C,GREEN,1,443.38
7306,6024,2,colour,GREEN,RED,I,RED,0,384.05
7307,6024,2,colour,GREEN,GREEN,C,GREEN,1,1466.07
7308,6024,2,colour,GREEN,RED,I,GREEN,1,440.08
7309,6024,2,colour,RED,GREEN,I,RED,1,3702.47
7310,6024,2,colour,GREEN,GREEN,C,GREEN,1,1064.94
7311,6024,2,colour,RED,GREEN,I,RED,1,1585.46
7312,6024,2,colour,RED,RED,C,RED,1,684.79
7313,6024,2,colour,RED,GREEN,I,RED,1,563.82
7314,6024,2,colour,GREEN,GREEN,C,GREEN,1,1413.92
7315,6024,2,colour,GREEN,RED,I,GREEN,1,989.21
7316,6024,2,colour,GREEN,GREEN,C,GREEN,1,384.44
7317,6024,2,colour,GREEN,RED,I,GREEN,1,356.36
7318,6024,2,colour,GREEN,GREEN,C,GREEN,1,336.23
7319,6024,2,colour,RED,RED,C,RED,1,1043.04
7320,6024,2,colour,RED,GREEN,I,RED,1,485.08
7321,6024,2,colour,GREEN,GREEN,C,GREEN,1,1059.5
7322,6024,2,colour,GREEN,RED,I,GREEN,1,1025.25
7323,6024,2,colour,RED,RED,C,RED,1,569
7324,6024,2,colour,GREEN,GREEN,C,GREEN,1,574.7
7325,6024,2,colour,GREEN,RED,I,GREEN,1,1102.12
7326,6024,2,colour,GREEN,GREEN,C,GREEN,1,809.96
7327,6024,2,colour,RED,GREEN,I,RED,1,579.84
7328,6024,2,colour,RED,RED,C,RED,1,497.58
7329,6024,2,colour,GREEN,RED,I,GREEN,1,563.94
7330,6024,2,colour,RED,GREEN,I,RED,1,966.21
7331,6024,2,colour,GREEN,GREEN,C,GREEN,1,509.67
7332,6024,2,colour,RED,RED,C,RED,1,443.15
7333,6024,2,colour,RED,GREEN,I,RED,1,962.49
7334,6024,2,colour,RED,RED,C,RED,1,615.36
7335,6024,2,colour,GREEN,GREEN,C,GREEN,1,619.47
7336,6024,2,colour,RED,RED,C,RED,1,1209.83
7337,6024,2,colour,RED,GREEN,I,RED,1,2551.31
7338,6024,2,colour,RED,RED,C,RED,1,637.15
7339,6024,2,colour,RED,GREEN,I,RED,1,439.58
7340,6024,2,colour,GREEN,RED,I,GREEN,1,614.84
7341,6024,2,colour,GREEN,GREEN,C,GREEN,1,378.07
7342,6024,2,colour,GREEN,RED,I,GREEN,1,334.53
7343,6024,2,colour,RED,RED,C,RED,1,744.19
7344,6024,2,colour,GREEN,RED,I,GREEN,1,1483.02
7345,6024,2,colour,RED,RED,C,RED,1,417.72
7346,6024,2,colour,GREEN,RED,I,GREEN,1,506.67
7347,6024,2,colour,RED,RED,C,RED,1,526.49
7348,6024,2,colour,RED,GREEN,I,RED,1,983.33
7349,6024,2,colour,RED,RED,C,RED,1,659.63
7350,6024,2,colour,RED,GREEN,I,RED,1,530.82
7351,6024,2,colour,GREEN,RED,I,GREEN,1,815.52
7352,6024,2,colour,GREEN,GREEN,C,GREEN,1,438.57
7353,6024,2,colour,RED,GREEN,I,RED,1,512.43
7354,6024,2,colour,RED,RED,C,RED,1,601.86
7355,6024,2,colour,GREEN,RED,I,GREEN,1,410.33
7356,6024,2,colour,GREEN,GREEN,C,GREEN,1,2440.04
7357,6024,2,colour,RED,GREEN,I,RED,1,868.6
7358,6024,2,colour,RED,RED,C,RED,1,677.61
7359,6024,2,colour,RED,GREEN,I,RED,1,509.54
7360,6024,2,colour,GREEN,GREEN,C,GREEN,1,599.21
7361,6024,2,colour,RED,RED,C,RED,1,1181.65
7362,6024,2,colour,RED,GREEN,I,RED,1,835.26
7363,6024,2,colour,RED,RED,C,RED,1,636.06
7364,6024,2,colour,RED,GREEN,I,RED,1,538.48
7365,6024,2,colour,GREEN,GREEN,C,GREEN,1,597.11
7366,6024,2,colour,RED,GREEN,I,RED,1,2336.06
7367,6024,2,colour,GREEN,GREEN,C,GREEN,1,1069.7
7368,6024,2,colour,RED,RED,C,RED,1,769.55
7369,6024,2,colour,RED,GREEN,I,RED,1,765.86
7370,6024,2,colour,RED,RED,C,RED,1,746.31
7371,6024,2,colour,GREEN,GREEN,C,GREEN,1,382.89
7372,6024,2,colour,RED,GREEN,I,RED,1,573.76
7373,6024,2,colour,GREEN,GREEN,C,GREEN,1,603.36
7374,6024,2,colour,RED,GREEN,I,RED,1,521.14
7375,6024,2,colour,GREEN,RED,I,GREEN,1,719.9
7376,6024,2,colour,RED,RED,C,RED,1,778.35
7377,6024,2,colour,GREEN,GREEN,C,GREEN,1,573.73
7378,6024,2,colour,GREEN,RED,I,GREEN,1,452.52
7379,6024,2,colour,GREEN,GREEN,C,GREEN,1,331.09
7380,6024,2,colour,RED,RED,C,RED,1,615.77
7381,6024,2,colour,GREEN,RED,I,GREEN,1,431.97
7382,6024,2,colour,RED,GREEN,I,RED,1,943.62
7383,6024,2,colour,GREEN,GREEN,C,GREEN,1,713.16
7384,6024,2,colour,GREEN,RED,I,GREEN,1,545.43
7385,6024,2,colour,GREEN,GREEN,C,GREEN,1,729.22
7386,6024,2,colour,GREEN,RED,I,GREEN,1,373.78
7387,6024,2,colour,RED,RED,C,RED,1,588.37
7388,6024,2,colour,RED,GREEN,I,RED,1,428.28
7389,6024,2,colour,RED,RED,C,RED,1,400.62
7390,6024,2,colour,GREEN,RED,I,GREEN,1,560.59
7391,6024,2,colour,GREEN,GREEN,C,GREEN,1,447.38
7392,6024,2,colour,GREEN,RED,I,GREEN,1,364.47
7393,6024,2,colour,GREEN,GREEN,C,GREEN,1,407.37
7394,6024,2,colour,RED,RED,C,RED,1,425.73
7395,6024,2,colour,GREEN,GREEN,C,GREEN,1,515.37
7396,6024,2,colour,RED,RED,C,RED,1,480.03
7397,6024,2,colour,GREEN,RED,I,GREEN,1,374.21
7398,6024,2,colour,RED,GREEN,I,RED,1,377.42
7399,6024,2,colour,GREEN,GREEN,C,RED,0,654.23
7400,6024,2,colour,GREEN,RED,I,RED,0,2753
7401,6024,2,colour,RED,RED,C,RED,1,3535.01
7402,6024,2,colour,RED,GREEN,I,RED,1,2685.21
7403,6024,2,colour,RED,RED,C,RED,1,1989.92
7404,6024,2,colour,RED,GREEN,I,RED,1,675.76
7405,6024,2,colour,RED,RED,C,RED,1,750.03
7406,6024,2,colour,GREEN,GREEN,C,GREEN,1,772.14
7407,6024,2,colour,GREEN,RED,I,GREEN,1,1901.97
7408,6024,2,colour,RED,RED,C,RED,1,735.71
7409,6024,2,colour,GREEN,RED,I,GREEN,1,1059.9
7410,6024,2,colour,RED,GREEN,I,RED,1,666.25
7411,6024,2,colour,GREEN,GREEN,C,GREEN,1,662.18
7412,6024,2,colour,RED,RED,C,RED,1,501.8
7413,6024,2,colour,RED,GREEN,I,RED,1,1701.09
7414,6024,2,colour,RED,RED,C,RED,1,714.62
7415,6024,2,colour,RED,GREEN,I,RED,1,437.37
7416,6024,2,colour,GREEN,RED,I,GREEN,1,573.79
7417,6024,2,colour,GREEN,GREEN,C,GREEN,1,352.67
7418,6024,2,colour,RED,GREEN,I,RED,1,371.38
7419,6024,2,colour,GREEN,GREEN,C,GREEN,1,546.94
7420,6024,2,colour,GREEN,RED,I,GREEN,1,1060.53
7421,6024,2,colour,RED,GREEN,I,RED,1,463.35
7422,6024,2,colour,RED,RED,C,RED,1,412.24
7423,6024,2,colour,RED,GREEN,I,RED,1,376.85
7424,6024,2,colour,GREEN,RED,I,GREEN,1,442.77
7425,6026,1,colour,RED,RED,C,RED,1,1142.64
7426,6026,1,colour,GREEN,RED,I,GREEN,1,856.18
7427,6026,1,colour,GREEN,GREEN,C,GREEN,1,733.49
7428,6026,1,colour,RED,GREEN,I,RED,1,636.5
7429,6026,1,colour,GREEN,GREEN,C,GREEN,1,951.06
7430,6026,1,colour,GREEN,RED,I,GREEN,1,1000.42
7431,6026,1,colour,RED,RED,C,RED,1,651.66
7432,6026,1,colour,GREEN,GREEN,C,GREEN,1,614.77
7433,6026,1,colour,RED,GREEN,I,RED,1,616.98
7434,6026,1,colour,RED,RED,C,RED,1,509.82
7435,6026,1,colour,RED,GREEN,I,RED,1,675.73
7436,6026,1,colour,RED,RED,C,RED,1,373.34
7437,6026,1,colour,GREEN,RED,I,GREEN,1,484.51
7438,6026,1,colour,GREEN,GREEN,C,GREEN,1,470.7
7439,6026,1,colour,RED,RED,C,RED,1,371.4
7440,6026,1,colour,GREEN,RED,I,GREEN,1,654.44
7441,6026,1,colour,GREEN,GREEN,C,GREEN,1,1171.92
7442,6026,1,colour,GREEN,RED,I,RED,0,620.31
7443,6026,1,colour,GREEN,GREEN,C,GREEN,1,1473.38
7444,6026,1,colour,RED,GREEN,I,RED,1,1149.01
7445,6026,1,colour,GREEN,GREEN,C,GREEN,1,1041.82
7446,6026,1,colour,GREEN,RED,I,GREEN,1,843.64
7447,6026,1,colour,GREEN,GREEN,C,GREEN,1,424.36
7448,6026,1,colour,RED,RED,C,RED,1,465.4
7449,6026,1,colour,GREEN,RED,I,GREEN,1,553.18
7450,6026,1,colour,RED,RED,C,RED,1,563.03
7451,6026,1,colour,GREEN,GREEN,C,GREEN,1,885.27
7452,6026,1,colour,RED,GREEN,I,RED,1,676.99
7453,6026,1,colour,RED,RED,C,RED,1,546.59
7454,6026,1,colour,GREEN,GREEN,C,GREEN,1,790.84
7455,6026,1,colour,GREEN,RED,I,GREEN,1,381.67
7456,6026,1,colour,GREEN,GREEN,C,GREEN,1,414.87
7457,6026,1,colour,RED,GREEN,I,RED,1,370.03
7458,6026,1,colour,GREEN,RED,I,GREEN,1,778.01
7459,6026,1,colour,RED,GREEN,I,RED,1,686.58
7460,6026,1,colour,GREEN,GREEN,C,GREEN,1,503.71
7461,6026,1,colour,RED,RED,C,RED,1,490.27
7462,6026,1,colour,RED,GREEN,I,RED,1,398.65
7463,6026,1,colour,GREEN,RED,I,GREEN,1,470.84
7464,6026,1,colour,RED,GREEN,I,RED,1,535.26
7465,6026,1,colour,RED,RED,C,RED,1,404.55
7466,6026,1,colour,GREEN,GREEN,C,GREEN,1,398.66
7467,6026,1,colour,GREEN,RED,I,RED,0,541.17
7468,6026,1,colour,RED,RED,C,RED,1,527.73
7469,6026,1,colour,RED,GREEN,I,RED,1,896.82
7470,6026,1,colour,RED,RED,C,RED,1,586.98
7471,6026,1,colour,GREEN,GREEN,C,GREEN,1,526.64
7472,6026,1,colour,RED,RED,C,RED,1,614.78
7473,6026,1,colour,RED,GREEN,I,RED,1,960.59
7474,6026,1,colour,GREEN,RED,I,GREEN,1,1121.25
7475,6026,1,colour,GREEN,GREEN,C,GREEN,1,757
7476,6026,1,colour,RED,RED,C,RED,1,447.08
7477,6026,1,colour,GREEN,GREEN,C,GREEN,1,550.62
7478,6026,1,colour,RED,GREEN,I,RED,1,591.91
7479,6026,1,colour,RED,RED,C,RED,1,336.45
7480,6026,1,colour,GREEN,RED,I,GREEN,1,455.57
7481,6026,1,colour,RED,GREEN,I,RED,1,356.26
7482,6026,1,colour,RED,RED,C,RED,1,484.75
7483,6026,1,colour,RED,GREEN,I,RED,1,408.57
7484,6026,1,colour,GREEN,GREEN,C,GREEN,1,519.74
7485,6026,1,colour,GREEN,RED,I,GREEN,1,420.33
7486,6026,1,colour,GREEN,GREEN,C,GREEN,1,313.05
7487,6026,1,colour,GREEN,RED,I,GREEN,1,400.81
7488,6026,1,colour,GREEN,GREEN,C,GREEN,1,457.35
7489,6026,1,colour,GREEN,RED,I,GREEN,1,357.87
7490,6026,1,colour,RED,GREEN,I,RED,1,461.25
7491,6026,1,colour,RED,RED,C,RED,1,549.23
7492,6026,1,colour,RED,GREEN,I,RED,1,379.59
7493,6026,1,colour,RED,RED,C,RED,1,467.19
7494,6026,1,colour,RED,GREEN,I,RED,1,610.11
7495,6026,1,colour,GREEN,RED,I,GREEN,1,776.1
7496,6026,1,colour,RED,GREEN,I,RED,1,762.84
7497,6026,1,colour,GREEN,RED,I,GREEN,1,1015.07
7498,6026,1,colour,GREEN,GREEN,C,GREEN,1,603.42
7499,6026,1,colour,RED,GREEN,I,RED,1,670.79
7500,6026,1,colour,GREEN,GREEN,C,GREEN,1,704.36
7501,6026,1,colour,RED,GREEN,I,RED,1,644.31
7502,6026,1,colour,GREEN,GREEN,C,GREEN,1,607.52
7503,6026,1,colour,GREEN,RED,I,GREEN,1,875.04
7504,6026,1,colour,RED,GREEN,I,RED,1,690.23
7505,6026,1,colour,GREEN,RED,I,GREEN,1,848.7
7506,6026,1,colour,GREEN,GREEN,C,GREEN,1,460.85
7507,6026,1,colour,GREEN,RED,I,GREEN,1,384.78
7508,6026,1,colour,GREEN,GREEN,C,GREEN,1,472.66
7509,6026,1,colour,RED,RED,C,RED,1,310.75
7510,6026,1,colour,GREEN,GREEN,C,GREEN,1,406.42
7511,6026,1,colour,GREEN,RED,I,GREEN,1,759.6
7512,6026,1,colour,GREEN,GREEN,C,GREEN,1,426.21
7513,6026,1,colour,RED,RED,C,RED,1,475.01
7514,6026,1,colour,RED,GREEN,I,GREEN,0,562.95
7515,6026,1,colour,RED,RED,C,RED,1,471.41
7516,6026,1,colour,RED,GREEN,I,RED,1,904.48
7517,6026,1,colour,RED,RED,C,RED,1,415.25
7518,6026,1,colour,RED,GREEN,I,RED,1,339.14
7519,6026,1,colour,GREEN,GREEN,C,GREEN,1,551.71
7520,6026,1,colour,GREEN,RED,I,GREEN,1,561.54
7521,6026,1,colour,GREEN,GREEN,C,GREEN,1,352.78
7522,6026,1,colour,GREEN,RED,I,GREEN,1,315.65
7523,6026,1,colour,RED,RED,C,RED,1,348.66
7524,6026,1,colour,RED,GREEN,I,RED,1,352.28
